"agency_name","address","city","email","phone_number","website"
"Reuter Bau Bauunternehmen","Gerberstr. 71","Doberlug-Kirchhain","","035322 1 80 00",""
"RG Renovierung","Bahnhofstraße 3","Trittau","","0172 8 28 87 27",""
"RGI-Haus Inh. Rainer Gröschl BE Hausbau","","Kiel","","0431 7 99 30 40",""
"Rhein Ingo Bauunternehmen","Bäderstr. 19","Born","","038234 5 53 70",""
"Richard Ditting GmbH & Co. KG","Wyker Str. 2-18","Rendsburg","","04331 4 51-0",""
"Richard Rahn Bauunternehmung GmbH","Preetzer Chaussee 23, (Klausdorf)","Schwentinental","","0431 7 80 97-0",""
"Richard Rahn Bauunternehmung GmbH","Preetzer Chaussee 23, (Klausdorf)","Schwentinental","","",""
"Rieck Schornsteintechnik und Bauunternehmung","Fockbeker Chaussee 60, (Margaretenhof)","Rendsburg","","04331 73 91",""
"Rieck Schornsteintechnik und Bauunternehmung GmbH & Co. KG","Fockbeker Chaussee 60","Rendsburg","","",""
"Rieckmann Rudolf Baugeschäft Zimmerei GmbH","Hermann-Löns-Weg 2","Brackel","","04185 41 14",""
"Riedler Guido Bauunternehmen","Berliner Str. 32, (Hennickendorf)","Hennickendorf","","033434 8 02 30","http://www.riedler-bau.de"
"Riemann Werner Dipl.-Ing. Architekt","Uhlenbusch 6, (Lübberstedt)","Gödenstorf","","0170 8 01 17 51",""
"Rimatzki Baugeschäft GmbH","Wriedsal 28","Heiligenstedten","","04821 7 30 58",""
"Rinka Bauunternehmung","Karl-Marx-Str. 65","Lübbenau/Spreewald","","03542 87 27 07",""
"Ritsch Ingolf","Zum Gutshof 3, (Klosterdorf)","Oberbarnim","","0180 5 24 32 34",""
"Ritschel Marcus","","Cahnsdorf","","0171 6 41 22 15","http://www.maschinenpflaster.de"
"RKN-Bauunternehmen GmbH","Beyrischer Weg 8c, (Gräfendorf)","Herzberg (Elster)","","03535 4 93 49 30","http://www.rkn-bauunternehmen.de"
"RMP UG (Haftungsbeschränkt)","Marktstr. 32","Barmstedt","","04123 9 36 90 26",""
"RMS Bau GmbH Bauarbeiten","Drehnitzstr. 4","Eberswalde","","03334 25 92 85","http://www.rms-bau-gmbh.de"
"Rochlitz Frank","Märkische Str. 150","Forst (Lausitz)","","03562 69 47 33","http://www.baubetrieb-frank-rochlitz.de"
"Rodat Bau GmbH","Hagedornstr. 3","Friedland","","039601 30 79",""
"Roden Bau GmbH Hochbau","Fabrikstr. 15, (Schlutup)","Lübeck","","",""
"Roden Bau GmbH Hochbau","Fabrikstr. 15, (Schlutup)","Lübeck","","0451 69 16 78",""
"Röchert Baugeschäft GmbH","Tierparkstr. 22, (Branitz)","Cottbus","","0355 4 93 89 20","http://www.roechert-bau.de"
"Röck Systembau GmbH","Döllinger Landstr. 14, (Kahla)","Plessa","","03533 5 19 77 70","http://www.systembau-roeck.de"
"Röder & Sohn Bau GmbH i.G.","Tiergartenstr. 10","Doberlug-Kirchhain","","035322 5 12 13-0",""
"Röhr Marko Musterhauszentrum","Ostsee-Park-Str. 3, (Sievershagen)","Lambrechtshagen","","0173 9 09 52 26",""
"Röhrich Tiefbau GmbH","Gellmersdorfer Str. 12, (Crussow)","Angermünde","","033338 8 56 11",""
"Römer Bau-GmbH","Pinnow 5, (Pinnow)","Breesen","","",""
"Römer Bau-GmbH","Pinnow 5, (Pinnow)","Breesen","","039604 2 64 90",""
"Rörup Baugeschäft GmbH","Oldendorfer Str. 45","Amelinghausen","","04132 3 47",""
"Rösing Bau- und Vermögensgesellschaft mbH","Ribnitzer Str. 70, (Müggenhall)","Franzburg","","038322 5 32-0",""
"Rohde Ricky Maurermeister","Birnenallee 6","Lebus","","033604 44 92 94",""
"Rohde Undine","Fontanestr. 4","Lebus","","033604 53 33",""
"Roland Heier Bauunternehmung GmbH","Forstwiese 5","Stäbelow","","038207 3 08",""
"Romppel Klaus Akustik Trockenbau","Mirabellenweg 1a","Seelow","","03346 8 88 38",""
"Rosner & Böhnke Bau GbR","Gumbinner Str. 24, (Ebensberg)","Lüneburg","","04131 85 46 36",""
"Rostow Bau GmbH","August-Bebel-Str. 1A, (Stadtmitte)","Rostock","","0381 25 20 25",""
"Rostow Bau GmbH","Mundsburger Damm 65, (Uhlenhorst)","Hamburg","","",""
"Rothe Lars Baubetrieb","Dorfstr. 25, (Diehlo)","Eisenhüttenstadt","","03364 77 10 99",""
"Rothermund Baugeschäft","Müllerland 15","Roseburg","","04158 89 08 66",""
"RRP Baupartner & Handels gesellschaft mbH & Co.KG","Munkenholt 24, (Mürwik)","Flensburg","","0461 3 92 06",""
"RRP Baupartner & Handels gesellschaft mbH & Co.KG","Munkenholt 24, (Mürwik)","Flensburg","","0461 3 92 07",""
"RRP Baupartner & Handels gesellschaft mbH & Co.KG","Munkenholt 24, (Mürwik)","Flensburg","","0461 3 92 97",""
"RS Bau Rupprecht und Siefke GmbH Bauunternehmen","Auf der Lieth 1","Kellinghusen","","04822 3 71 57",""
"RS-Bauservice","Hohenlieth 58, (Hohenlieth)","Dörpling","","04803 10 92",""
"RSF Rekonstruktion & Sanierungsbau Frankfurt (Oder) GmbH Bauunternehmen","Am Erlengrund 18","Frankfurt (Oder)","","0335 4 00 06 97",""
"Rudolf Herbst Baugesellschaft mbH","Philosophenweg 1","Hanerau-Hademarschen","","04872 27 54",""
"Rudolf u. H. Homann GmbH & Co.KG Bauunternehmen","Liliencronstr. 55","Neu Wulmstorf","","",""
"Rübke GmbH & Co Bauunternehmen","Wernher-von-Braun-Str. 14","Walsrode","","05161 98 79",""
"Rüß GmbH & Co. KG Baugeschäft","Neustädter Str. 29, (Roge)","Sierksdorf","","04561 55 88 53",""
"Rüting Jürgen Baugeschäft","Alt Metelner Str. 4, (Rugensee)","Lübstorf","","03867 39 67",""
"Ruschmeyer Bauunternehmen GmbH","Hoopter Str. 250, (Stöckte)","Winsen (Luhe)","","0171 4 78 14 70",""
"Ruser Holger","Otto-Hahn-Str. 3","Preetz","","04342 54 71",""
"Russow Jörg Maurermeister","Böhlenrade 10","Schwaan","","03844 89 18 39",""
"RWT-Bau GmbH Taube Roland Hochbau","Naumannstr. 1","Eberswalde","","03334 23 80 10",""
"S & F Die Bauservice GbR","Chransdorfer Str. 40","Großräschen","","035753 2 63 73","http://www.s-f-bauservice.de"
"S & M Bau GmbH","Heinrich-Seidel-Str. 11A","Waren (Müritz)","","03991 12 27 68",""
"S+B Bozdag Baugesellschaft mbH","Franzosenkoppel 88A, (Lurup)","Hamburg","","0170 7 32 15 08",""
"S. Faust & S. Faust Bau GbR Bauunternehmen","Rosa-Luxemburg-Damm 11","Neuenhagen bei Berlin","","0151 46 53 75 45",""
"S + R Bau GmbH","Lyonel-Feininger-Str. 10, (Neppermin)","Benz","","0173 2 02 95 83",""
"S + T Landhaus GmbH","Schenefelder Landstr. 173, (Iserbrook)","Hamburg","","040 87 08 60-0",""
"S&F-Bauservice GbR","Chransdorfer Str. 40","Großräschen","","0174 1 61 81 09","http://www.s-f-bauservice.de"
"Sabielny Werner Bauunternehmen","Dorfstr. 29","Butzow","","03971 24 03 13",""
"Sachtler Eckart Baugeschäft","Sundweg 17","Heiligenhafen","","04362 13 87",""
"Sahling Horst Baugeschäft","Ernst-Behrens-Str. 2","Elmshorn","","04121 9 35 54",""
"Salewski Bau Dirk","Am Deich 18, (Obermarschacht)","Marschacht","","04176 94 47 60",""
"Sals Baugeschäft","Kirchenstr. 30","Kronprinzenkoog","","04856 9 09 01-3 16",""
"Sander & Knispel GmbH","Gewerbeparkring 8","Müllrose","","033606 8 87-0","http://www.sk-haus.de"
"Sanierung Hamburg","Eiffestr. 396, (Hamm)","Hamburg","","040 98 24 51 14",""
"Sanierungsbetrieb Heinzelmann","","","","04153 56 90 29",""
"Sari Baudienste GmbH","","","","",""
"Sasse Gert","Stolper Str. 36","Usedom","","0172 3 14 25 75",""
"Satower Marktbau GmbH & Co.KG","Fritz-Reuter-Str. 28","Satow","","038295 7 82 29",""
"Satower Marktbau GmbH & Co.KG","Fritz-Reuter-Str. 28","Satow","","",""
"Sauer Pabel Baugeschäft GmbH","Parzellenstr. 93a, (Mitte)","Cottbus","","0355 2 40 98",""
"SBI Bau GmbH","Albert-Einstein-Ring 21, (Bahrenfeld)","Hamburg","","040 85 50 76 05",""
"SBI Salzwedeler Brücken- und und Ingenieurbau GmbH","Breese in der Marsch 46, (Breese in der Marsch)","Dannenberg (Elbe)","","0172 7 24 84 25",""
"SBK Bau- und Handelskontor GmbH","Rosenstr. 11, (Fahrbinde)","Rastow","","038753 8 33 10",""
"SBL Stadtbau Lausitz GmbH","Gewerbeparkstr. 3","Kolkwitz","","0355 8 78 29-0","http://www.stadtbau-lausitz.de"
"SCANBAU GmbH","Berliner Str. 26","Eisenhüttenstadt","","03364 28 01 00","http://www.scanbau-gmbh.de"
"Schaaf Peter Baubetrieb","Dorfstr. 11, (Steinfeld)","Broderstorf","","038204 1 33 66",""
"Schadendorf Hans & Sohn GmbH","Mittelstieg 22","Halstenbek","","04101 47 34 24",""
"Schaller Karl-Heinz Maurermeister","Nettelnburger Str. 36, (Bergedorf)","Hamburg","","040 7 35 36 36",""
"Schaller Karl-Heinz Maurermeister und Bauunternehmen","Nettelnburger Str. 36, (Bergedorf)","Hamburg","","",""
"Schallhorn Sönke Baugeschäft Zimmerei Bedachungen u. Bestattungen","Hauptstr. 28","Kleve","","04836 12 27",""
"Schams Bauunternehmen GmbH, Lars","Krokusweg 2, (Tannenkrug)","Neubrandenburg","","0395 3 69 48 70",""
"Scharnberg Massivhaus GmbH","Älvdalenweg 4","Schönberg (Holstein)","","04344 41 08 90",""
"Schatt Benjamin Seiko & Pröchtel Burkhard","Bahnhofstr. 18c","Golßen","","035452 12 19 77",""
"Scheel Michael MService Zaunbau","Am Kanal 15","Eberswalde","","0152 28 89 73 90",""
"Schelf Bau GmbH & Co.KG","Handelsstr. 4B, (Görries)","Schwerin","","0385 59 18 79 70",""
"Schemmel Mirko Bau-Trockenbau","Baumgartenweg 8, (Prösen)","Röderland","","0162 2 63 69 13",""
"Schemmel Werner Bauunternehmen","Nebenstr. 3, (Prösen)","Röderland","","03533 83 51",""
"Schenkle Gebäudesanierung","Max-Reimann-Str. 4","Wriezen","","033456 3 43 27",""
"Schierholz Bau GmbH","Hornbeker Str. 55A","Güster","","04158 8 90 84-0",""
"Schilz Wolfgang Baugeschäft","Krummenseer Weg 11, (Mehrow)","Ahrensfelde","","033394 5 64 37","http://www.bg-ws.de"
"Schimmelentfernungen HOYER Sachverständiger","","","","0800 4 47 72 60",""
"Schirowski Jörg","Klaushagen 16, (Klaushagen)","Boitzenburger Land","","039889 8 63 06","http://www.baugeschäft-schirowski.de"
"Schlaegel Martin Bauunternehmen","Mauerstr. 23","Wriezen","","033456 72 86 46","http://www.schlaegel-bau.de"
"Schlegel Frank Erdbau","Fredersdorfer Chaussee 38L, (Fredersdorf-Nord)","Fredersdorf-Vogelsdorf","","033439 8 12 86","http://www.schlegel-f.de"
"Schlegel Karsten","Dorfstr. 5, (Jetsch)","Kasel-Golzig","","035453 51 08",""
"Schlei Hartmann Baugeschäft","Ostpreußenring 184, (Kücknitz)","Lübeck","","0451 39 66 38",""
"Schleth-Bauunternehmen GmbH & Co. KG","Rolandskoppel 2","Westerrönfeld","","04331 81 18",""
"Schliebener Tief- und Hochbau","Hauptstr. 67, (Grassau)","Schönewalde","","035362 74 82 58","http://www.schliebener-bau.de"
"Schliebs Anita Baugeschäft","Frankenaer Dorfstr. 20, (Frankena)","Doberlug-Kirchhain","","035322 43 53",""
"Schmalz Sebastian Maurermeister","Werner-von-Siemens-Str. 9","Bernau bei Berlin","","03338 75 33 51",""
"Schmekel Peter","Rosenstr. 19, (Techentin)","Ludwigslust","","03874 2 88 13",""
"Schmidt Bauunternehmen","Dorfstr. 53, (Bönstrup)","Grundhof","","04636 9 79 25 79",""
"Schmidt Dennis Bauausführungen","Lindenstr. 6a, (Linden-Center)","Ludwigslust","","038754 2 27 42",""
"Schmidt Kai Bauausführung","Königsberger Str. 22","Tornesch","","0151 52 55 01 53",""
"Schmidt Karl-Hermann Baugeschäft","Koogstr. 74","Friedrichskoog","","04854 3 74",""
"Schmidt R. Bauunternehmung GmbH","Goethestr. 19A","Demmin, Hansestadt","","03998 25 85 57",""
"Schmidt Ulrich Bauunternehmen","Bützower Str. 19","Schwaan","","03844 89 06 79",""
"Schmidtbau GmbH","Pahlkrug 11","Linden","","04836 5 74",""
"Schmurr Gabriele, Horst Maurermeister","Waldstr. 15C","Ückeritz","","038375 2 12 78",""
"Schneider Lutz MaurerHandw.Betrieb","Kalkseestr. 103","Woltersdorf","","03362 2 29 97",""
"Schneider René B.A.U.","Gertigstr. 29, (Winterhude)","Hamburg","","040 2 70 04 17",""
"Schneiderat Bau GmbH","Kronheide 3, (Vierraden)","Schwedt/Oder","","03332 2 37 02",""
"Schnepper-Bau Inh. Dipl.-Ing. (FH) Friedhelm Schnepper","Dr.-Wilhelm-Külz-Str. 43, (Kniepervorstadt)","Stralsund","","",""
"Schön & Modern GmbH Inh. Steve Ruholl Renovierungsarbeiten","Hans-Henny-Jahnn-Weg 49, (Uhlenhorst)","Hamburg","","0171 3 16 95 27",""
"Schönfeld, Baufirma Ing. H. Schönfeld & Co. GmbH","Zerniner Str. 60","Warnow","","038462 3 01",""
"Schönfeld, Baufirma Ing. H. Schönfeld & Co. GmbH","Zerniner Str. 60","Warnow","","",""
"Schönherr + Fritsch Bau GmbH","Große Müllroser Str. 52","Frankfurt (Oder)","","0335 4 01 08 64","http://www.sfbau.de"
"Schröder & Fischer Bauausführungen GmbH","Ratzeburger Str. 30","Bad Oldesloe","","04531 88 86 90",""
"Schröder Bau GbR Bauunternehmen","Mehlbachstrift 14, (Goseburg-Zeltberg)","Lüneburg","","04131 76 79 36",""
"Schröder Bauunternehmung GmbH Paul","Wilhelmstr. 35","Lunden","","0800 0 60 46 04",""
"Schröder Immobilien","","","","0162 2 34 87 58",""
"Schröder Ingo Bauservice","Lichterfelder Weg 13a, (Golzow)","Chorin","","03334 42 04 38",""
"Schröder Ingo Renovierungs- und Umbau-Service","Rostocker Str. 12, (Ströbitz)","Cottbus","","0355 4 94 44 22",""
"Schröder Paul VarioSelf Bauunternehmen","Wilhelmstr. 35","Lunden","","04882 6 04-0",""
"Schubarth Jarod","Marienstr., (Mitte)","Cottbus","","0176 42 03 37 21",""
"Schütt KG (GmbH & Co.), Gebr.","Am Bahnhof 20","Landscheide","","04858 18 00-0",""
"Schular Bau","Bückchener Str. 16a, (Gröditsch)","Märkische Heide","","0170 9 39 72 90",""
"Schulenburg-Bau GmbH und Co KG","Erik-Blumenfeld-Platz 27, (Blankenese)","Hamburg","","040 86 62 93 68",""
"Schuller Bau GmbH","","Reimershagen","","038457 2 25 21",""
"Schult Bauausführungen GmbH","Meyer-Delius-Platz 2, (Langenhorn)","Hamburg","","040 53 32 80-0",""
"Schult Frank Bauunternehmen","Lindenweg 8","Hoppenrade","","038451 7 02 06",""
"Schult Torsten","Brunstorfer Weg 28","Marlow","","038221 4 23 94",""
"Schultz GmbH & Co. KG Baugeschäft","Am Zirowberg 5","Ahlbeck","","038378 2 28 30",""
"Schultz Hans GmbH & Co. KG Baugeschäft Baugeschäft","Rissener Str. 22","Wedel","","04103 23 12",""
"Schultz Hans GmbH & Co. KG Baugeschäft Baugeschäft","Rissener Str. 22","Wedel","","",""
"Schulz & Fildebrandt Baugeschäft","Große Str. 75A","Reinbek","","04104 59 62",""
"Schulz Andre","Bamberger Str. 3, (Hönow)","Hoppegarten","","0160 90 95 04 58",""
"Schulz Axel Bauausführungen","Gewerbeparkring 12","Müllrose","","033606 7 00 38",""
"Schulz Baugeschäft GmbH","Am Kronsmoor 9","Nahe","","0172 4 15 78 47",""
"Schulz Baugeschäft GmbH Ralf-Georg Schulz Dipl.Ing.","Am Kronsmoor 9","Nahe","","04535 10 02",""
"Schulz Roscher Hausbau-GmbH","Am Kirchkamp 6","Rosche","","05803 2 91",""
"Schulz Roscher Heiko Dipl.-Ing. Bauunternehmen","Am Kirchkamp 6","Rosche","","0173 9 44 99 50",""
"Schulze Bau GmbH","Lindenallee 37, (Ratzdorf)","Neißemünde","","033652 72 50",""
"Schulze Bernd Baufirma","Röntgenstr. 60, (Hangelsberg)","Grünheide (Mark)","","033632 53 06",""
"Schulze Heiko Baubetrieb","Spreestr. 2, (Friedersdorf)","Heidesee","","033767 8 04 15",""
"Schulze Knut Baugeschäft","Schulstr. 64","Sörup","","04635 26 26",""
"Schulze Wolfgang Baureparaturen im Bauhauptgewerbe","Gulbener Hauptstr. 23, (Gulben)","Kolkwitz","","035606 4 01 84",""
"Schumann Frank BMS - Bauen mit System","Mühlenstr. 3","Brieskow-Finkenheerd","","033609 3 55 50","https://www.sanieren-und-daemmen.de/anbieter/brieskow-finkenheerd/schumann-frank-bms-bauen-mit-system/"
"Schurig Baugeschäft GmbH","Voigdehäger Weg 56, (Franken)","Stralsund","","03831 44 60 60",""
"Schuster - Bau Beratung Planung Ausführung von Bauleistungen","Aukamp 24","Hitzhusen","","0172 2 77 51 11",""
"Schwager Andreas Bauunternehmen","Neurüdnitz 76a, (Neurüdnitz)","Oderaue","","033457 54 65",""
"Schwartz Jörg-Peter Baugeschäft","Dörpstraat 5A, (Barghorst)","Ahrensbök","","04525 49 28 74",""
"Schwartz Jörg-Peter Baugeschäft","Dörpstraat 5A, (Barghorst)","Ahrensbök","","",""
"Schwindelers Bau und Transport GmbH","Seestr. 10","Wildberg","","039604 2 64 94",""
"Scilletta Bau GmbH Bauunternehmen","Rensefelder Weg 30","Stockelsdorf","","0451 2 09 29 22",""
"Scilletta GmbH Bauunternehmen","Rensefelder Weg 30","Stockelsdorf","","0451 14 03 30 15",""
"SDKS Massivhaus Gesellschaft mbH","Pappelweg 14","Fürstenwalde/Spree","","03361 31 26 10",""
"Seebrandt Günter und Matina Baugeschäft","","Westermoor","","04828 66 67",""
"Seefeldt Bau GmbH Bauunternehmen","Dorfstr. 28, (Klausdorf)","Fehmarn","","04371 8 64 73 03",""
"SEHO Bau u. Handels GmbH","Rudolf-Virchow-Str. 4","Eberswalde","","03334 21 28 17",""
"Seifert Udo Bausanierung","Hauptstr. 54, (Herzfelde)","Herzfelde","","033434 4 50 22","http://www.sarebafix.de"
"Seifert und Müller Baugesellschaft mbH","Bauerntor 5, (Lübberstedt)","Gödenstorf","","04175 3 78",""
"Seilert & Flöter Bau GmbH & Co. KG","Gewerbegebiet, (Teschenhagen)","Sehlen","","03838 25 05 40",""
"Sekretariat","","","","039742 8 61-11",""
"SELA-BAU Inh. Sebastian Przybyla Maurer- u. Betonbauermeister","Wühren 2, (Owschlag)","Owschlag","","04336 99 48 82",""
"Seliger Joachim Baubetrieb","Lübecker Str. 152, (Weststadt)","Schwerin","","0385 71 38 06",""
"Sell Bau GmbH","Bahnhofstr. 144","Biesenthal","","0172 3 17 76 05","https://www.sell-ausbau.de/"
"Service Haus Bau- und Betreuungs GmbH & CO. KG","Auberg 4a, (Wik)","Kiel","","0170 4 07 79 94",""
"Service rund um's Haus Mauerarbeiten, Sanierungs- Fliesenarbeiten Jörg Pludrzinski","Ipernstedt 5","Rantrum","","04841 7 14 33",""
"Service rund ums Haus Sven Reinhold Baugewerbe","Herrendeich 44","Nordstrand","","0151 19 42 43 44",""
"Sevke Claus","Brandschneise 2A, (Holm-Seppensen)","Buchholz in der Nordheide","","04187 73 64",""
"Sevke GmbH, Alfred","Brandschneise 2A, (Holm-Seppensen)","Buchholz in der Nordheide","","0171 5 16 56 03",""
"SFP Projekt Bau GmbH","Obenhauptstr. 13, (Groß Borstel)","Hamburg","","040 4 14 33 98-6",""
"SGB Ingenieur- u. Stahlbau GmbH","Georg-Schacht-Str. 18c","Brieskow-Finkenheerd","","033609 72 66-0","http://www.sgb-stahlbau.de"
"SH-Hausbau GmbH Bausanierung","Zöllnerstr. 32, (Bahrenfeld)","Hamburg","","040 18 07 35 58",""
"SH-Hausbau GmbH Bausanierung","Zöllnerstr. 32, (Bahrenfeld)","Hamburg","","",""
"SH Life Haus GmbH Bauunternehmen Fertighausbau Holzhausbau","Rendsburger Str. 147, (Gartenstadt)","Neumünster","","04321 26 00 60",""
"SHG Bau Team GmbH","Hasselbrookstr. 33, (Eilbek)","Hamburg","","040 73 67 75 21",""
"SHG Bau Team GmbH","Hasselbrookstr. 33, (Eilbek)","Hamburg","","040 24 87 50 20",""
"SIC Systems GmbH","Schillerstr. 22","Reinfeld (Holstein)","","",""
"Siemke & Co. Brücken- und Ingenieurbau GmbH","Albert-Einstein-Ring 21, (Bahrenfeld)","Hamburg","","040 85 50 76 04",""
"Siemon u. Wallis GmbH","","Zingst","","0171 4 12 17 31",""
"Sievers GmbH & Co.KG, Baugeschäft","Hauptstr. 111","Todenbüttel","","04874 3 92",""
"SiGeKo Architekt Peter Becker Gewerbebau, Bauüberwachung Bürogebäude","Forsmannstr. 14B, (Winterhude)","Hamburg","","040 67 10 86 04",""
"SIWA GmbH (Siemon & Wallis GmbH)","Zur Heide 3","Zingst","","",""
"SiWa Siemon & Wallis GmbH","Zur Heide 3","Zingst","","038232 8 01 12",""
"SIWA Siemon und Wallis GmbH","Zur Heide 3","Zingst","","0171 4 16 47 55",""
"Skerka Lutz u. Kerstin Bausanierung","","Steinberg","","0170 2 91 20 59",""
"SKM-Bau-Projektentwicklungs- gesellschaft mbH","Mühlenweg 11","Stäbelow","","038207 7 57 50",""
"SKS - Schornsteine + mehr oHG Schornstein Technik und Bau","Grundweg 4, (Harksheide)","Norderstedt","","040 5 29 21 66",""
"Slosarek Hartmut Maurermeister","Klint 18","Schlesen","","04303 8 48",""
"Smolenski Torsten Bauunternehmen","Buchenweg 11","Raben Steinfeld","","03860 58 05 18",""
"SMR Baudienstleistungen GmbH","Wolfgang-Borchert-Weg 6, (Evershagen)","Rostock","","0381 65 07 08 80",""
"Smylla Bauunternehmen","Berg und Tal Str. 5","Dorf Reppenhagen","","038825 2 12 06",""
"Sönke Krey Erdbewegung","Am Neuendeich 52","Glückstadt","","04124 6 03 86-0",""
"Sörensen Adolf Baugeschäft GmbH","Industriestr. 5","Leck","","04662 22 13",""
"Solima-Bau Inh. Thomas Genull","Remontestr. 4","Wustrow (Wendland)","","0151 15 24 40 78",""
"Soltau Bau","Südblick 4","Süderhastedt","","0173 9 36 43 32",""
"Sommer Bau GmbH","Birkenweg 2","Tornesch","","",""
"Sommer u. Söhne GmbH","Horstheider Weg 13","Horst (Holstein)","","",""
"Sommerfeld Erich Maurermeister","Am Stadtwald 11, (Westerweyhe)","Uelzen","","0581 3 09 93",""
"Sommers Helga & Wilke Joachim Baugesellschaft bR","Kirchweg 3","Pölchow","","0173 2 34 48 51",""
"Sorge Christian","St. Georg 16","Altentreptow","","03961 21 55 60",""
"Sotzek-Bau GmbH & Co. KG","Konrad-Zuse-Str. 2, (Raisdorf)","Schwentinental","","04307 82 62 20",""
"SoWi Betonbau GmbH","Vogelsang 0","Barth","","038231 77 27 60",""
"Sparr Otto & Sohn Baugeschäft","Im Raum 2A","Trittau","","04154 23 72",""
"Specht GmbH Bauunternehmen","Bisdorf 9, (Bisdorf)","Fehmarn","","04371 87 99 00",""
"SPIE Versorgungstechnik GmbH","Gewerbeparkring 17","Müllrose","","033606 8 89-0","http://www.spie.com"
"Spieker Fritz GmbH & Co. KG","Ludwigsluster Chaussee 72, (Haselholz)","Schwerin","","0385 3 26 00 75",""
"Spielhagen Bauunternehmung GmbH","Große Twiete 92","Uetersen","","04122 9 20 38-0",""
"Splett Günter BauMstr.","Boxergasse 3, (Weinberge)","Mühlberg/Elbe","","035342 7 05 59",""
"Sponner Erhard ESPO - Bau GmbH","Sedlitzer Bahnhofstr. 3, (Sedlitz)","Sedlitz","","03573 32 22",""
"Sprenger & Pulver GbR Bauunternehmen","Poststr. 35","Beeskow","","0174 6 26 53 17",""
"Sprick DOMAS - Bauunternehmung","Glienholzweg 15","Röbel Müritz","","039931 5 49 54",""
"Springer Bauteam GmbH","Birkenau 3","Ellerbek","","04101 37 16 69",""
"Staar Bauausführung","Pestalozzistr. 13a","Friedland","","033676 1 67 40",""
"Stadermann Peter","Storkower Dorfstr. 39b, (Storkow)","Templin","","03987 5 22 04",""
"Stadt Bad Fallingbostel -Bauhof nach Dienstschluss-","Vogteistr. 1","Bad Fallingbostel","","0172 2 14 67 68",""
"Stadt Bau Sanierungsgesellschaft mbH Baubetrieb","Goethestr. 11e","Frankfurt (Oder)","","0335 40 07 00 85",""
"Stadt Ludwigslust Betriebshof Baubetrieb","Bauernallee 3, (Techentin)","Ludwigslust","","03874 4 12-0",""
"Stadtbetriebe Lauenburg/Elbe Abt. Bauhof","Juliusburger Landstr. 14","Lauenburg","","04153 58 28 81",""
"Stadtverwaltung Büro des Bürgermeisters Bauhof, Gartenweg","","","","038294 1 63 81",""
"Stadtverwaltung Büro des Bürgermeisters Bauwesen","","","","038294 16 17 39",""
"Stadtverwaltung Eggesin Bauhof","Karl-Marx-Str. 17","Eggesin","","039779 2 05 03",""
"Stahnke Hans-Jörg Baubetrieb GmbH","Ernst-Thälmann-Str. 7","Seelow","","03346 8 54 43 70",""
"Stamer GmbH & Co.","Oldenburger Str. 18","Schönwalde am Bungsberg","","0171 5 41 90 31",""
"Stamer GmbH & Co. KG Jan Peters","Langenreiherkoppel 1","Schönwalde am Bungsberg","","04528 2 40",""
"Stamer GmbH, H.&.P. Bauunternehmung","Bäderstr. 37","Lensahn","","04363 90 30-0",""
"Stamm Tischlerei Portas Rainer Portas Renovierung","Trittauer Amtsweg 9, (Bramfeld)","Hamburg","","040 6 41 09 09",""
"Stapelfeldt Bauunternehmung","Düneberger Str. 83","Geesthacht","","04152 83 72 72",""
"Stapelfeldt Dirk Bauausführungen","","Ahrensburg","","04102 6 42 01",""
"Stave-Bau","Schreiberstr. 12, (Sandberg)","Flensburg","","0461 40 77 15 07",""
"Stefan Beyer & Thorsten Nack GmbH","Milchberg 4A, (Neu Neetze)","Neetze","","05850 97 14 26",""
"Stefan Hannemann GmbH Bauunternehmen","Habichthorst 38A, (Niendorf)","Hamburg","","040 89 08 45-0",""
"Steffen Carsten Atelier für bauliche Dienstleistungen","","Göhl","","04361 49 46 42",""
"Steffen Jörg Baugeschäft","Bachstr. 6","Kakenstorf","","04186 85 93",""
"Steffen Kai Maurermeister","Bremer Str. 34, (Harburg)","Hamburg","","040 7 65 88 22",""
"Steffen Uwe Baugeschäft","Hoisdorfer Landstr. 59","Großhansdorf","","04102 69 25 80",""
"Stein Heinz Baubetrieb","Mühlberger Str. 6, (Kröbeln)","Kröbeln","","035341 1 30 04",""
"Steinbeck Sanierung Jan","Wilhelmstr. 38","Elmshorn","","04121 7 00 73 87",""
"Steinberg Udo Baugeschäft","Dohrnstr. 6","Wesselburen","","04833 45 50",""
"Steinert D. Bau GmbH","Hammerstiel 7, (Altheikendorf)","Heikendorf","","0431 2 48 76-0",""
"SteinFug GmbH","Torfstelle 10, (Meckelfeld)","Seevetal","","040 41 92 00 69",""
"Steinhäußer GmbH Bauunternehmung","Bahnhofstr. 13a, (Grunow)","Grunow-Dammendorf","","033655 2 16",""
"Steinke Maik","Nordermühle 10A, (Burg auf Fehmarn)","Fehmarn","","04371 65 63",""
"Steinmeister Bau GmbH","Birkenring 11","Langen Brütz","","03866 4 70 91 10",""
"Stelte Christian KFS Klinker-Fliesen-Spezial","Berliner Str. 40","Lychen","","0160 3 39 69 39",""
"Stephan- Bau GmbH","Schwarze Bahn 1c","Joachimsthal","","033361 97 53","http://www.stephan-bau-joachimsthal.de"
"Stephan Peter Bauservice","Kolpiner Str. 13, (Pieskow)","Bad Saarow","","033631 38 18",""
